評論者,評等,評語
Plutus W,2,(由 Google 提供翻譯) 和以前舊宗路上的內湖店相比，退步很多。 …更多(由 Google 提供翻譯) 和以前舊宗路上的內湖店相比，退步很多。整你空間相當擁擠，為了塞入更多組客人，不但座位之間距離近，且走道空間狹窄，取餐時小心翼翼以免與他人碰撞，用餐心理無法放鬆。當天用餐座位距離取餐區甚近，後台廚房的熟食油煙不斷飄來。離開後衣服染上明顯的食物味。兩小時的用餐過程，至少四、五位不同的服務生來到桌邊：有請求協助填寫問卷並希望給予鼓勵的、有主動更換未蒸熟的餐點的（還好還沒吃下肚. .....）、有提供母親節合照服務的、有處理結帳事宜的......，還有一些記不得的就不列出。雖然人員態度大致友善，但幾乎已經形同幹擾了──難道不能稍微整合，派其中一或二位完整說明一次就好嗎？分成四、五位輪流來桌邊「轟炸」，真的不是很好的做法。熟食偏油膩、重鹹，對長輩來說不是很友善（如果希望吸引年輕族群而刻意調整料理方式就另當別論......）。滋味也普普通通。而且保溫方面做得不太好，夾取熟食約有一半是溫溫的，或根本是冷掉的。甜點倒是不錯。這部分沒什麼變化。沒有意外不會再訪。(原始評論)和以前舊宗路上的內湖店相比，退步很多。整你空間相當擁擠，為了塞入更多組客人，不但座位之間距離近，且走道空間狹窄，取餐時小心翼翼以免與他人碰撞，用餐心理無法放鬆。當天用餐座位距離取餐區甚近，後台廚房的熟食油煙不斷飄來。離開後衣服染上明顯的食物味。兩小時的用餐過程，至少四、五位不同的服務生來到桌邊：有請求協助填寫問卷並希望給予鼓勵的、有主動更換未蒸熟的餐點的（還好還沒吃下肚......）、有提供母親節合照服務的、有處理結帳事宜的......，還有一些記不得的就不列出。雖然人員態度大致友善，但幾乎已經形同干擾了──難道不能稍微整合，派其中一或二位完整說明一次就好嗎？分成四、五位輪流來桌邊「轟炸」，真的不是很好的做法。熟食偏油膩、重鹹，對長輩來說不是很友善（如果希望吸引年輕族群而刻意調整料理方式就另當別論......）。滋味也普普通通。而且保溫方面做得不太好，夾取熟食約有一半是溫溫的，或根本是冷掉的。甜點倒是不錯。這部分沒什麼變化。沒有意外不會再訪。
許家豪,4,比以前內湖店菜色多，好吃！
Sophia Hsu,5,吃過多家的下午茶比較，饗食天堂的菜色很多口味好，大直店的場地寬敞，會再去吃～
林聖傑,4,座位充足，價位合理，食材多樣
李不得,4,冷熱食不錯但甜點的口感還需加油。如此平易的價格還是值得的。
龔儒堅,5,不錯吃
niceto1981,4,熱炒熟食類依然屌打寒舍樂廚，漢來海港，欣葉信義，老爺，探索廚房，kitching table等buffet
Poupee Chen,2,CP值低。星期六晚餐，幾乎客滿，但海鮮跟高級食材選擇不夠多。
Kate Chen,5,超級好吃!!
taining hung,4,(由 Google 提供翻譯) 聚餐的好地方(原始評論)聚餐的好地方
夜市攤販,5,菜色多樣
李雅庭,4,食材新鮮 口味清爽 環境舒適 服務人員態度 很好
Sound Paul,4,吃粗飽
Jack Wang,3,"一般來說, 服務都不錯, 但是快下班的時候就看得出不耐煩了..."
Evan Chou,3,真心覺得CP值和剛開時比較，越來越低了。
Irene Ho,4,中、西菜色齊全，下午茶的CP值很高。
yung andy,3,平價吃到飽餐廳
王旦,2,(由 Google 提供翻譯) 菜色不佳(原始評論)菜色不佳
best shen,3,"剛聚餐完畢,裡面空間很大,食物種類算是多的,但是個人不敢吃他們家的海鮮食品,畢竟上過太多次社會新聞了!"
林建業,2,菜色一般，有點粗糙。
Fei Fei Hung,4,下午茶還可以，吃很飽，但座位真的好遠端來端去花了些時間，正常時間就有點貴，不會去吃！
Keng-Yi Chen,5,好吃新鮮
呂紹鐘,5,菜色新鮮多樣服務親切停車方便
陳敏星,3,太壅擠了 比起其他分店 這家排隊排很久 人客數量沒有規劃好的感覺
葉燕卿,4,服務生很好，餐點上大致還可以，義大利麵項目可以多些選擇(白醬，青醬，茄汁)墨魚麵這樣就好多了
Julie Lo,4,烤鴨和生魚片很不錯
Jimmy Liu,3,菜色算多，但精緻度比以前差點
黃柏清,4,食物很多元而且不馬虎，每一樣都算是精緻，可以吃的滿盡興的，不過價位也不便宜，冰淇淋稍硬。
鄭人豪,3,食材豐富
陳芳,4,位置便利餐點豐盛
JIMMY 健健,4,還不錯 價格也不高
鄭鈺樺,5,手捲超讚~~
Nars Chen,4,料多，食材新鮮。可惜缺少了精緻的感覺
鄭世銘,4,冰魚跟烤螺肉料理的不是很好吃 ，其他還可以 ，符合價位水準
Huang YuHan,5,好吃的自助吃到飽餐廳，菜色豐富齊全，後方備有專用停車場，停的時候看一下，跟家樂福的不是同一個，以免沒停車折抵
陳震武,3,菜色要在多變化
鄭家宸,3,東西多，大致上都不錯吃，但是人很多，座椅較擁擠，且以吃到飽來說其桌子較小，例如這次座二人桌一次用4個盤子拿較多種類食物（種類多但每個種類拿取數量少）就已顯得桌面擁擠，而影響桌面在食用時的空間！
macoto Zhang,5,Cp值超高的啦海鮮好吃喔
Irvine Kwang,4,餐色多樣化，推薦重口味食客。
黃曉玲,2,帶著滿滿的期待去，但用餐後覺得小失望。雖然餐食種類眾多，但有特定幾樣品項供餐盤總是空的，去了幾趟都沒看到補上，或是一補上就被夾光，如炸蝦天婦羅、酥皮濃湯、焗烤類等。熟食肉類肉質偏硬偏柴，不知是放到乾掉還是原本肉質就不夠優，甜點及冰淇淋倒是可圈可點。另，外場服務專業度也需要再加強。
Winning Chou,2,食物熱度不夠
Amy Tang,3,覺得食材及料理方式仍是不夠豐富，很普通。服務人員收空盤的速度滿快的，這點很不錯👍
Jerry Chen,4,上菜快速 種類多 以現在自助餐價格來說 算不錯的選擇
陳念宗,5,服務好
Ting ting F,5,服務好，種類繁多，食物好吃
Travis Chen,4,餐算不錯吃，可能是因為中午，所以比較沒什麼人，菜也不怎麼需要等。
Ophelia Hsu,4,環境氣氛佳，下午茶時段很超值，喜歡！
江軍,4,(由 Google 提供翻譯) 人很多(原始評論)人很多
簡智偉,4,還OK ，價格及食材算剛好
Shih Percy,4,食材不錯  吃下午茶就很划算了
jason chiang,3,下午茶菜色還算豐富還是有些小小缺點  桌面上只有一張紙巾 想用衛生紙要跑到別的地方拿有點不便，鹹派味道不錯但是餅皮不夠脆，炸物覺得偏油膩炸蝦也小小的，鮭魚生魚片滿新鮮不錯，蛤蜊湯味道鮮甜蛤蜊也肥美，鐵板骰子牛表現算中上 值得一吃覺得哪家分店有差覺得中壢sogo店最好吃
黃惠渝,3,菜色不錯，但感覺樣式偏少，吃個一輪就不知道要再吃什麼了！！
秀惠俞,5,舒適環境，餐點口味適中，品項多
King Ku,1,很爛
Chien-yu Chen,4,H牌冰淇淋要排隊，有可能吃不到
David Chang,4,選項蠻多的  日本料理 牛排 雞鴨都有 中式料理當然不缺席
劉金菊,3,空間大適合家庭歡樂聚餐 。
李奕萱,5,饗食分店還是大直店好吃～～
Sora Yii,4,餐點種類繁多，稱不上精緻但有一定的水準，普遍滿意，水果很很甜新鮮，適合家庭聚餐。
冬櫻,5,超讚的啊 想再去
楊莎莎-小兔,5,空間大，動線分明。東西不錯美味，值得推薦。
JOE,4,還ok
亦星.,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
FARMACEUT Lien,4,不錯
何宜鍵,3,停車方便，適合團聚，但價格偏高
Vincent Shen,4,食材多樣且不少美味的選擇，愛吃到飽的人可以考慮。
Yeh Dunken,5,入場動線較為複雜不明顯，不容易找，補菜迅速，服務很好
林紫米,4,很久沒吃吃到飽的餐廳，東西都不錯，300多個位置，廁所才幾間有點少
曾錦琇,5,服務態度很好，餐點滿意也很適合多人聚餐菜色選擇多
Dexter,4,不賴
謝文鈞,5,好吃，氣氛好，服務也很棒
江浩睿,4,環境不錯食物不錯動線略亂。
ELLEN Tseng,4,餐點好吃
Lin Johnny,4,(由 Google 提供翻譯) 不錯！(原始評論)Nice!!
Miki Maggie,3,豬肉超好吃
HengYu Chi,4,(由 Google 提供翻譯) 好(原始評論)good
KuH L,2,東西少 時間短
Rain Fish,3,餐點多樣，大直店很大一間，有停車場可以停，不過建議預約再來，在家樂福樓上，需另搭電梯上樓
Carol Wang,4,餐點多樣，但沒特色菜
郭慧儀,4,食物選擇多元，服務好，物超所值
Davis Liu,4,跨年有點貴
張立育,5,吃到飽 必推
lee lesson,4,位置夠多  菜色多樣   物超所值
陳仕松,4,在這價位給的菜色很超值，適合家庭聚餐，停車也方便
謝妞妞,3,(由 Google 提供翻譯) 普普(原始評論)普普
Bee LittleBee,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
Pearl Wang,4,推-霸王櫻桃鴨、骰子牛、焦糖布丁、北海道牛奶炒冰，一定要吃
李震儒,4,"價格合理, 食材新鮮"
塗萱琦,4,好吃新鮮的食材
Hyeuook Jung,5,"(由 Google 提供翻譯) 生魚片，壽司，海鮮，牛排，少女甜品，水果等。有很多食物。工作人員也很友好，還有一個大型自助餐廳。 2個小時。通過電子郵件預訂。(原始評論) …更多(由 Google 提供翻譯) 生魚片，壽司，海鮮，牛排，少女甜品，水果等。有很多食物。工作人員也很友好，還有一個大型自助餐廳。 2個小時。通過電子郵件預訂。(原始評論)회, 초밥, 해산물, 스테이크, 담섬 디저트 과일등 음식 종류가 굉장히 많고 한국인 입맛에도 잘 맞아요.  직원도 친절하고 규모가 큰 뷔페 식당입니다. 이용시간 2시간. 이메일로  예약가능."
Joan Leung,5,超級抵食但建議網絡訂位
郭奕德,3,食物還不錯，新鮮，開胃飲料不錯，甜點味道可以，缺點廁所間數不足要等很久
Chiungchen Liu,5,環境明亮
Ju M,5,(由 Google 提供翻譯) 平日下午茶CP值超高的！(原始評論)平日下午茶CP值超高的！
yikai chiu,5,(由 Google 提供翻譯) 找到印像中食物的味道 平日可能會遇到甜點不新鮮 其他都很好(原始評論) …更多(由 Google 提供翻譯) 找到印像中食物的味道 平日可能會遇到甜點不新鮮 其他都很好(原始評論)找到印象中食物的味道   平日可能會遇到甜點不新鮮  其他都很好
Chen Kuang,4,食材豐富
陳俊賢,4,甜點不錯
Yu-Han Chang,1,整體來說算不錯，服務人員對危機處理的方式極差，有拿餐卷去消費的記得「問清楚」，以免當了冤大頭，以餐點部分，跟其他吃到飽餐廳比起來算不錯，但仍有食之無味 棄之可惜的感覺。如果要要求寧靜的環境，我建議大家還是換間餐廳吧！排隊絕對讓你排到死！
Jack Wang,4,種類繁多，食材精緻
Yichao Li,4,種類多樣化，價格合理
yuchien kung,5,東西好吃，選擇總類多
楊凱瑞,4,"下午茶cp值高,菜色多樣以及精緻度打趴所有同價位或更貴的五星級飯店!"
黃奈醬,5,菜色豐富
李深勇,3,饗食天堂每間店的菜色都相近，這裡的優點應該是吃完可以逛逛街
Zen Liao,4,第一次來我會給五顆星 因為他的德國豬腳非常好吃 羊排也很嫩 有高級餐廳的水準 第二次造訪羊排吃到一半就不想吃了 德國豬腳吃完也不會想再拿一份 可見品質不穩定是一個問題
Mei,2,在眾多分店裡屬動線規劃較亂的一家，整體空間與其他相比也較小。
Liang Liang,3,用餐人潮集中，嘈雜
Jojo Wang,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
李建霖,5,餐點好吃
Yang Celia,5,空間舒適，食物不錯。整體推薦。
Nana Cat,3,種類多但沒有很到味，午茶比較划算。
劉書銘,5,菜色價位很滿意
EthanRock730,4,(由 Google 提供翻譯) 不錯(原始評論)nice
Chen Joan,3,地方比之前小很多，樣式也少了，不過交通方便些了
tina chen,4,東西還不錯
小賈,4,(由 Google 提供翻譯) 食物要等一下(原始評論)食物要等一下
Vicky lee,5,(由 Google 提供翻譯) 美味(原始評論)美味
Eagle Shen,4,多樣化選擇
River Lin,4,食物相當豐盛，不會有空盤的情形。
ctw Winnie,3,東西還可以
juno Tsai,4,場地大，需先定位
Carol Chen,5,去吃下午茶，有骰子牛還有炙燒牛肉片，對愛吃牛肉的我來說實在太棒了～CP值超高~雖然烤鴨捲餅的鴨肉少了點
Uriah Chen,4,用餐環境寬敞舒適，即使是晚餐尖峰時間，食物供應的速度也不算慢，而食物水準也都不錯。
Albert Wu,3,可以來試試!
genie chou,5,(由 Google 提供翻譯) 好！(原始評論)Good!
Xin,4,饗食天堂台北大直店 不錯
施亞倩,4,美味多樣化，可以滿足每個人! 消費算是很平價了!
阿曼,3,還可以菜色多樣但不是每樣都好吃
Peter Li,5,東西多到每種想吃一次都吃不完、場地又優良
Alina Bear,3,"服務佳,已價位來說CP值不錯,"
tracy lam,5,(由 Google 提供翻譯) 好味，款式多(原始評論)好味，款式多
Vanessa,4,位置很多 空間很大
Jerry Chang,4,餐點多元，但哈根達斯太硬了
idolkey yang,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
許勝淳,3,食物普普，炸類油膩，服務不錯
董芯如,5,食物種類多，服務好
嘉葦蔡,2,"第一次造訪下午茶的感覺:入口的空間黑暗又小,報到處和排隊區重疊在一起,希望能改善;所以另外建議用餐的增加羊肉類的料理(因為不吃牛)"
Andy Huang,4,還可以
趙慶丞,4,和風生牛肉好吃
伊藤幸平,5,東西多樣好吃價格便宜服務品質優良👍
Chih-Horng Kuo,5,不錯的吃到飽餐廳
莊宏明,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
王公大頭,4,品項還蠻多
skuld mis,5,(由 Google 提供翻譯) 新地址交通方便(原始評論)新地址交通方便
Dereck Huang,4,(由 Google 提供翻譯) 新鮮食材(原始評論)食材新鮮
brenda wan,5,(由 Google 提供翻譯) 我心目中第一名的吃到飽餐廳，謝謝所有員工努力付出讓我們吃飽吃好。但是水煮蝦子是退冰的，感覺失望。冰淇淋口味香草巧克力草莓太普通。手捲小姐今天心情不美麗，可以改成撲克天堂，大家的臉都很撲克。下次還是會來，希望越來越好！ …更多(由 Google 提供翻譯) 我心目中第一名的吃到飽餐廳，謝謝所有員工努力付出讓我們吃飽吃好。但是水煮蝦子是退冰的，感覺失望。冰淇淋口味香草巧克力草莓太普通。手捲小姐今天心情不美麗，可以改成撲克天堂，大家的臉都很撲克。下次還是會來，希望越來越好！(原始評論)我心目中第一名的吃到飽餐廳，謝謝所有員工努力付出讓我們吃飽吃好。但是水煮蝦子是退冰的，感覺失望。冰淇淋口味香草巧克力草莓太普通。手卷小姐今天心情不美麗，可以改成撲克天堂，大家的臉都很撲克。下次還是會來，希望越來越好！
C Arthur,5,一流的品質，豪華的裝潢，服務親切，場地乾淨。 high CP~
Joyce Chen,4,裝潢時尚有氣氛，擺飾的藝術創作富療癒氛圍；餐點精緻好吃，還有新鮮的果汁跟特殊好喝的飲品真棒，服務人員態度也很好。
代銷人生A7MC給我業績,5,下午餐人不多，不擁擠而且，環境好只可惜沒有牛排
