評論者,評等,評語
ERNIE LIN,1,很差的用餐經驗，非常不推薦。第一次寫評論因為實在太差。過去僅是聽朋友們的負面評價（食材不新鮮到遇過蛤蠣臭掉、當天腸胃炎或已經避開會過敏的食物卻仍然全身過敏）。因緣際會下來嘗試看看，食物口味普通之外，食材還非常的不新鮮尤其是海鮮的部分，有過敏體質的客人真的要小心，品管真的很差，聽過的負面評價一點都沒有誇張。 ⋯⋯更多很差的用餐經驗，非常不推薦。第一次寫評論因為實在太差。過去僅是聽朋友們的負面評價（食材不新鮮到遇過蛤蠣臭掉、當天腸胃炎或已經避開會過敏的食物卻仍然全身過敏）。因緣際會下來嘗試看看，食物口味普通之外，食材還非常的不新鮮尤其是海鮮的部分，有過敏體質的客人真的要小心，品管真的很差，聽過的負面評價一點都沒有誇張。另外取餐區時常有空盤的狀況。吃過許多大大小小的自助餐，不管口味或價格如何，很多情況真的是見仁見智，所以也就自己當作參考並不會撰寫評論，但響食天堂，絕對不會再去了。
Ding Jei,5,很適合吃飽飽約會，骰子牛肉必吃
Wei-Chieh Lee,4,窗邊吃還蠻漂亮的，其他的一如往常沒什麼特別
小豬豬,5,環境好氣氛佳 東西好吃
Kenny Yao,3,(由 Google 提供翻譯) 看到有生牛肉，是個特色。可是很多筋咬不動。掛了一隻烤鴨，只能看，不給吃。炒冰也只是個噱頭，一般。現煮鲄蠣不錯，很鮮。(原始評論) …更多(由 Google 提供翻譯) 看到有生牛肉，是個特色。可是很多筋咬不動。掛了一隻烤鴨，只能看，不給吃。炒冰也只是個噱頭，一般。現煮鲄蠣不錯，很鮮。(原始評論)看到有生牛肉，是個特色。可是很多筋咬不動。掛了一只烤鴨，只能看，不給吃。炒冰也只是個噱頭，一般。現煮鲄蠣不錯，很鮮。
程慧蘭,4,食材豐富單價高 ，（港點）口味略遜專門餐廳
阿啾,5,美味佳餚 食材新鮮！
Sandy,5,價位雖然偏高，餐點多樣性也高，算是吃過中高價位buffet裡頗好吃的。單桌座位稍嫌擁擠，熱門菜色補上的速度有點慢。炒飯、披薩、炸蝦、酥皮濃湯都頗好吃的，生魚片的確只有鮭魚最好吃，也容易被搶光，要提早排。甜點滿好吃的，只是有些偏甜。個人覺得比內湖店好一些。
Yu-Xuan Lai,4,好像別家比較好吃
林淑閔,2,土瓶蒸不熱，海鮮不新鮮，很失望，不會再去了。
蔣高山,4,飽餐一頓
林俊廷,4,此處用餐環境比台北車站店好很多，是中上價位海鮮吃到飽餐廳，食材新鮮，提供高檔冰淇泠，多種飲料供選擇取用，但本人還是喜歡“豐FOOD”餐廳。
Jaina Hsu,4,環境寬敞，靠窗區視野不錯，用餐種類該有的都有，熟食區比較需要排隊的就是手作鴨肉捲，手切牛肉或豬肉，還有現煮蛤蠣湯和牛肉湯，其他都不太需要排隊，裡面我覺得蛤蠣湯最好喝，很新鮮蛤蜊沒什麼沙，現切牛肉也不錯蠻嫩的，其他都表現尚可，生魚片只有鮭魚比較好吃，海鮮像是螃蟹蝦子不錯，炸的魚下巴很嫩很好吃，唯一甜點很普通，雖然種類很多，但好吃的很少，唯一可以吃的應該只有70%巧克力蛋糕不錯，冰淇淋是名牌的，但是很硬很難挖，旁邊還有專人服務炒冰，也很有趣。簡單說，吃的部分都還可以，比較推薦海鮮 ⋯⋯更多環境寬敞，靠窗區視野不錯，用餐種類該有的都有，熟食區比較需要排隊的就是手作鴨肉捲，手切牛肉或豬肉，還有現煮蛤蠣湯和牛肉湯，其他都不太需要排隊，裡面我覺得蛤蠣湯最好喝，很新鮮蛤蜊沒什麼沙，現切牛肉也不錯蠻嫩的，其他都表現尚可，生魚片只有鮭魚比較好吃，海鮮像是螃蟹蝦子不錯，炸的魚下巴很嫩很好吃，唯一甜點很普通，雖然種類很多，但好吃的很少，唯一可以吃的應該只有70%巧克力蛋糕不錯，冰淇淋是名牌的，但是很硬很難挖，旁邊還有專人服務炒冰，也很有趣。簡單說，吃的部分都還可以，比較推薦海鮮和先做的餐點，有服務費。
Peter Wang,4,食材種類多，新鮮度佳，預算容許的話是吃貨的好去處。但客席眾多之下，取餐動線顯得是狹隘了些。
jj johnson,2,環境一般，服務員一般，食物都一般之下，毫無驚喜可以不去。
en-sheng leung,4,要事先預約…菜色很高…
林星宇,5,好多年了，東西環境都維持的不錯，1000元以下吃到飽首選
Hsing-Ju Ke,5,服務不錯，氣氛很嗨
Billy C,3,以價位與食材來說 偏貴
Esther L,5,"(由 Google 提供翻譯) 喜歡他們的食物，喜歡服務，喜歡寬敞的餐廳（自助餐），喜歡選擇食物，飲料和甜點！當然，海鮮是我的第一選擇！(原始評論) …更多(由 Google 提供翻譯) 喜歡他們的食物，喜歡服務，喜歡寬敞的餐廳（自助餐），喜歡選擇食物，飲料和甜點！當然，海鮮是我的第一選擇！(原始評論)Love their foods, love the service, love the spacious of the restaurant ( buffet), love the selection of foods and drinks and dessert! And of course the sea food are my first choice!"
jina kim,5,"(由 Google 提供翻譯) 我對豪華自助餐感到滿意。甜點和啤酒，北京烤鴨很好(原始評論) …更多(由 Google 提供翻譯) 我對豪華自助餐感到滿意。甜點和啤酒，北京烤鴨很好(原始評論)고급스러운 부페라 만족합니다. 디저트와 맥주, 베이징덕 좋아요"
楊晉嘉,2,印象沒有很好，東西不多，也沒有相對的精緻
朱小姐,4,值得推薦給喜歡吃buffet的人，物超所值
康伊伶,5,東西很好吃裡面的裝潢也非常的漂亮環境也很乾淨
洪為忠,3,(由 Google 提供翻譯) 假日週末用餐人真的很多很擠，菜色真的很多，但是特色沒有，中規中矩，如果是吃到飽的入門者，這是很好的選擇(原始評論) …更多(由 Google 提供翻譯) 假日週末用餐人真的很多很擠，菜色真的很多，但是特色沒有，中規中矩，如果是吃到飽的入門者，這是很好的選擇(原始評論)假日周末用餐人真的很多很擠，菜色真的很多，但是特色沒有，中規中矩，如果是吃到飽的入門者，這是很好的選擇
Scott Hou,5,饗食天堂信義店很不錯，人數很剛好，給人餐點不怕拿的感覺！
Amy Tseng,4,覺得吃下午餐比吃午餐值得
Chloe Chang,5,最常去消費的饗食去過了約莫4家分店還是喜歡這分店 ⋯⋯更多最常去消費的饗食去過了約莫4家分店還是喜歡這分店明亮 且若靠窗景色不錯地理位置好食材也都出的很快服務生也都很積極
Young Grace,4,還不賴！
張閔琇,5,最愛的自助餐餐廳
yining Wu,1,位子充滿果蠅，經反應後讓我們換位結果又帶其他客人坐回我們原本那桌==用餐時服務生一直推著廚餘回收車在一旁走來走去，餐具一直收走，再叫我們到迴台拿新的 ⋯⋯更多位子充滿果蠅，經反應後讓我們換位結果又帶其他客人坐回我們原本那桌==用餐時服務生一直推著廚餘回收車在一旁走來走去，餐具一直收走，再叫我們到迴台拿新的頻頻打擾用餐總結：衛生環境差，餐點品質真的粗飽而已大直店好多了～
Ya Peter,3,吃完覺得普普通通
謝John,1,餐點種類和味道比起幾年前開幕時完全沒進步，價格倒是越來越貴，這次用餐經驗很差，沒有值得推薦的餐點或是菜色，另外餐桌附近一直有小黑蚊飛來飛去，也有看到某個冷盤裡面還有商品價格標籤紙在裡面，雖然現場反映師傅有立即處理，但是感覺很差。
E W,5,(由 Google 提供翻譯) 多種食物選擇和一個用餐的宜人場所😋👍(原始評論) …更多(由 Google 提供翻譯) 多種食物選擇和一個用餐的宜人場所😋👍(原始評論)Many choices of food & a pleasant place to enjoy your meal 😋👍
IMSUESUEಇ,5,記得之前只有午晚餐看過有生牛肉這次下午茶也看到真是太開心了到響食天堂就是要吃很多生牛肉呀😂 ⋯⋯更多記得之前只有午晚餐看過有生牛肉這次下午茶也看到真是太開心了到響食天堂就是要吃很多生牛肉呀😂只是這次蝦子是我吃幾次來感覺最不鮮甜的一次烤鴨也好好吃👍蕈菇酥皮濃湯也超讚的👍偶爾配合優惠活動與家人朋友一起來也是不錯～
瑤瑤是個吃貨YAO,5,一次滿足所有料理
Cheng-Yi Huang,4,種類很多，品質不差，但不算高檔。酒類只有啤酒，有調酒就好了。烤牛肉一般，烤鴨一般，德國豬腳太乾。但環境不錯，適合聚餐。
王早,3,大直店比較好 信義三顆的話大直可以四顆星
琳仔,3,其實很普通
Stanley Lu,4,座位裝潢很有特色、取餐區位置稍顯狹小
opti-solar,5,"(由 Google 提供翻譯) 新鮮的日本海鮮，您可以吃到所有，shinyh連鎖餐廳(原始評論) …更多(由 Google 提供翻譯) 新鮮的日本海鮮，您可以吃到所有，shinyh連鎖餐廳(原始評論)Fresh japanese seafood, all you can eat, shinyeh chain of restaurant"
周健群,3,感覺上菜色似乎比不上京站店多樣，而且熟食幾乎只是溫而不是熱，不過甜點不僅多樣且味道不錯！
楊育遠,4,餐點好吃，但酒類選項少
Jinho Yu,3,"(由 Google 提供翻譯) 台灣的自助餐連鎖餐廳。食物種類繁多，但我最多吃。我只是不知道它比酒店自助餐廳更好。您可能會拜訪一次或兩次，而不是知道怎麼回事。不太值得推薦，但您至少可以走一次。 …更多(由 Google 提供翻譯) 台灣的自助餐連鎖餐廳。食物種類繁多，但我最多吃。我只是不知道它比酒店自助餐廳更好。您可能會拜訪一次或兩次，而不是知道怎麼回事。不太值得推薦，但您至少可以走一次。(原始評論)Buffet Chain Restaurants in Taiwan.  The variety of food,  but I  ate 🍣 most. I just don't know it is better than hotel buffet restaurant. You may visit once or twice than you will know how there is.Not very recommendable but you can go at least once."
Jason Huang,1,電話都打不進去
佩佩林,4,東西多，環境乾淨舒適，貴了點
林龍,3,菜色沒很多！看起來沒什麼價值感！口味不錯，服務態度非常好，乾淨。
Christy,2,餐點精緻度沒有以前好，覺得很失望⋯以高價位buffet 來說，沒有很高的CP值。牛肉現切筋很多像是橡皮筋、烤鴨夾餅裹著醬料超鹹、蛋糕非常不好吃、壽司手捲比起其他餐點算是表現正常普普。以後不會再去....
Sylvia Wong,5,服務很好環境乾淨東西都很好吃
wing kei ricky cheung,2,食物一般 有錢都不要來這裏花
J.U. Chen,4,餐點都有新鮮好吃，走道沒有很寬敞
王小成,4,乾淨衛生
Lily Liang,1,不太相信網路負面評論但真正吃過一次就不會再二訪。雖然沒有用餐限制，但既然是晚餐時間用餐人潮眾多，餐點應該就要齊全吧！告訴本桌的服務人員食物都空的，只說可寫在建議單，也不會解釋說明原因，服務人員態度有待加強。牛肉還很生都是筋，準備食材整個都慢慢的，服務，食材，不值這個價錢。
Guy Golan,3,(由 Google 提供翻譯) 合理的所有你可以吃餐廳。(原始評論) …更多(由 Google 提供翻譯) 合理的所有你可以吃餐廳。(原始評論)Reasonable all you can eat restaurant.
周庭聿,5,常常去吃，建議菜色常常更換一下會更吸引人唷！例如，不定時出一些現場隨機出的菜色之類的，常客才不會吃膩!
Q oo,3,菜色不算多，菜的質感比早期變差了，壽司的米偏硬不如迴轉的口感，蒸蛋有點鹹，土瓶蒸味道不穩一下鹹一下淡如水，水煮海鮮類沒有海鮮該有的鮮甜🙄，糖醋豬排肉質太老，義式海鮮煮的太老。
方世主,4,食物種類很多，有生魚片，很多種熟食，壽司，現場料理熱湯，炸物，冰淇淋，蛋糕，甜點.....很多。
愛撒野,4,生日聚會
何亞竹,4,菜色多元但沒那麼精緻聚會還不錯
Lee Kevin,3,複合式自助餐，提供豐富的食材，飲品，甜心…，很受國人喜愛的一家自助式餐飲店。
巫先生,3,食物Ok囉~服務好
Richard Wang,4,還不錯
何名柔,2,菜色多，但口味普通，現烤梅花豬吃起來很柴，土瓶蒸沒有味道，烤布蕾吃起來沒有奶味…加一點錢吃真膳美饌還比較好
鐵男Alex Lin,3,餐點多樣化  食材不夠新鮮
HUANG Frank,4,朋友聚餐，信義區饗食久久沒到訪，食材的部分算中上，熟食的部分炸物區/生魚片區/熟食區/鐵板區/港式區/湯物/水果/沙拉/冰品。生魚片區以價位來說還不錯，品項夠。 ⋯⋯更多朋友聚餐，信義區饗食久久沒到訪，食材的部分算中上，熟食的部分炸物區/生魚片區/熟食區/鐵板區/港式區/湯物/水果/沙拉/冰品。生魚片區以價位來說還不錯，品項夠。熟食區吃起來還可，德國豬腳不錯。螃蟹跟蝦子看起來不美味，沒拿。港式區烤鴨包餅滿好吃的。湯物土瓶蒸跟酥皮湯可選。甜點每項都算中間等級，不錯吃。停車部分，ATT樓下可停車並且到4樓發票折抵，所以滿方便的。
吳佩,3,不怎樣，期望太高
Benson Lee,3,越來越差的感覺
Chuan Yuan Liu,3,餐點種類蠻多的，甜點種類也是。只可惜酒類選擇比較少，只有啤酒
boss baby,5,吃飯是種饗宴
Wen Anna,3,(由 Google 提供翻譯) 普通(原始評論)普通
YuShan Huang,4,"大部分的食物味道還ok，有些不怎麼樣，土瓶蒸跟茶碗蒸偏清淡，剛炸好的炸物不錯,烤鴨不錯，叉燒有點柴，磅蛋糕略乾"
C C,3,本季2017.06～菜單沒有鹽酥蝦頗失望
小黑許哲銘,3,食材新鮮，好吃都沒問題。但資料管理非常不佳，直接扣兩顆星。用電話訂位(台北信義店)用餐完後，連兩週接到詐騙電話，匯款買卷或升vip等..建議做好客人資料管理
Man-Yun Amanda Liu,5,距離上次來應該有一年多了，這次的用餐經驗很好。餐點品質提升，餐點類型多樣，海鮮跟肉品新鮮，跟市場上其他吃到飽的餐廳比較算是性價比優良的一家。服務人員跟廚師都很親切。
luo gamini,1,去過一次不會去第二次的餐廳。吃了半小時去拿菜，很多都是空的。做餐點的師傅工作散漫，跟他要餐點就假裝沒看見，可能生意沒有京站好，食材也不夠新鮮！
